implementation,method,support_low,support_high,nDCG,nDCG_10,nDCG_100,Pearson,Spearman
baseline,random,0.0551,0.0581,0.6979910821077667,0.07161592553577302,0.08286336890793476,-0.0006329122926278,-0.00033809469382098
baseline,random,0.0581,0.0615,0.6989872626049236,0.07153472103996994,0.08642075964398067,0.00094982266737985,0.0011944396236601177
baseline,random,0.0615,0.0658,0.703591001150704,0.0717936497440693,0.08413391941948024,0.00028833870954181003,0.00016200548896552
baseline,random,0.0658,0.0704,0.7183030447848016,0.08363103741078473,0.09297006228710483,-0.0001333914379731482,-0.0005628660237362121
baseline,random,0.0704,0.0765,0.705396765733288,0.07885212464400326,0.08769588414135406,-0.00015867167313128,4.866613244001864e-05
baseline,random,0.0765,0.0849,0.7114871136236071,0.08929177644903108,0.09952025942632559,-0.00014709514386213997,-0.00035922222032817
baseline,random,0.0849,0.096,0.7396960881423336,0.11833119205467506,0.1299802096468107,0.00022256604013939,0.00010240282357649005
baseline,random,0.096,0.109,0.7343208766671177,0.12097890328479637,0.12658560597480356,-0.0002038844287951899,-0.00011481976298185
baseline,random,0.109,0.131,0.7548115970482546,0.167210584266563,0.16604782280205513,-9.953036123673004e-05,1.5011349937868468e-05
baseline,random,0.131,0.186,0.7629759651682101,0.16328103275660932,0.16984987791134815,9.592787765826997e-05,0.00013913540920187478
baseline,random,0.186,0.992,0.8109476293471568,0.2781293270092406,0.2956439763179081,-0.00070669229815079,-0.000789854735483061
baseline,tstat,0.049,0.0525,0.702402860681619,0.05513103466272905,0.08628794970379615,0.037634522844604466,0.0364448371475015
baseline,tstat,0.0525,0.0551,0.7075753798581167,0.056987386071505705,0.07828485071145712,0.05295181341497296,0.04221643449203965
baseline,tstat,0.0551,0.0581,0.6959779176204345,0.05942454279553559,0.07542966517914301,0.02677067031151875,0.026258065721960898
baseline,tstat,0.0581,0.0615,0.718390167198242,0.10473372406740555,0.12412787144934094,0.08714178262350082,0.08526908850769575
baseline,tstat,0.0615,0.0658,0.7099378728065164,0.06398243385384092,0.08780310297380262,0.05348573086779501,0.041408337035319646
baseline,tstat,0.0658,0.0704,0.7297517684067927,0.08392313471475833,0.10664462123604752,0.061314503837459865,0.0668587134838253
baseline,tstat,0.0704,0.0765,0.7216698115097208,0.11225699745843934,0.13223545123251862,0.07876975092869001,0.07399183355283687
baseline,tstat,0.0765,0.0849,0.7330398149679926,0.13263967345392574,0.15131837539148196,0.08935085867261824,0.07355776014810599
baseline,tstat,0.0849,0.096,0.7649766320837595,0.16495825188964744,0.19786783156326354,0.1253672161263069,0.11409221018649003
baseline,tstat,0.096,0.109,0.7368897735284969,0.0851202610325573,0.11088394060651383,0.05415877527106684,0.059533404873408066
baseline,tstat,0.109,0.131,0.7544522095454804,0.09466929866141464,0.11858323780760945,0.05471200474134504,0.06284580461815978
baseline,tstat,0.131,0.186,0.7742981628776983,0.15198176039914318,0.17322938806557447,0.09252888871265699,0.08894837175309159
baseline,tstat,0.186,0.992,0.812926331486193,0.17484694675627233,0.22533939078611187,0.06261047753954213,0.06776154875069365
